animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A664941,Tequila,2017-05-29 16:04:00,2017-05-29T16:04:00.000,2009-10-11T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White,
A785924,*Peaches,2019-01-29 12:06:00,2019-01-29T12:06:00.000,2017-12-12T00:00:00.000,Transfer,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White,Partner
A678968,,2014-05-14 17:11:00,2014-05-14T17:11:00.000,2014-05-05T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black,Partner
A745937,,2017-03-26 17:37:00,2017-03-26T17:37:00.000,2015-03-26T00:00:00.000,Died,Dog,Intact Female,2 years,Miniature Poodle Mix,White,In Kennel
A755439,*Jasper,2017-09-15 15:14:00,2017-09-15T15:14:00.000,2017-07-21T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,Foster
A883137,132 Grams,2023-06-13 16:49:00,2023-06-13T16:49:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,Partner
A793848,Deanna,2019-05-02 18:02:00,2019-05-02T18:02:00.000,2017-05-01T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Chow Chow Mix,Brown,
A777109,Bacon,2018-08-18 09:19:00,2018-08-18T09:19:00.000,2017-06-23T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,
A707788,*Max,2015-08-23 16:29:00,2015-08-23T16:29:00.000,2014-11-21T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red/White,
A738454,,2016-11-15 14:33:00,2016-11-15T14:33:00.000,2014-11-15T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon Mix,Gray/Black,Rabies Risk
A800873,,2019-08-06 07:58:00,2019-08-06T07:58:00.000,2019-05-28T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair,White/Brown Tabby,Partner
A882575,Missy,2023-06-13 16:32:00,2023-06-13T16:32:00.000,2021-06-06T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,Brown Brindle,Foster
A794777,Rajah,2021-08-22 14:47:00,2021-08-22T14:47:00.000,2017-05-12T00:00:00.000,Transfer,Dog,Neutered Male,4 years,Australian Kelpie Mix,Black Brindle,Partner
A734403,Jorgie,2016-10-22 12:31:00,2016-10-22T12:31:00.000,2016-08-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,
A687373,Bueller,2014-09-06 18:35:00,2014-09-06T18:35:00.000,2010-09-04T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Black,
A882384,Debo,2023-06-13 16:46:00,2023-06-13T16:46:00.000,2021-06-04T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull,Brown,Field
A720124,,2016-04-04 17:48:00,2016-04-04T17:48:00.000,2016-01-31T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Cattle Dog,Black/White,Foster
A778716,Anastasia,2018-11-24 18:55:00,2018-11-24T18:55:00.000,2018-07-17T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,
A785679,,2018-12-11 18:15:00,2018-12-11T18:15:00.000,2018-09-15T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Border Terrier Mix,White,
A700469,King,2015-04-21 17:52:00,2015-04-21T17:52:00.000,2013-04-14T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,Blue/White,
A803559,*Lima Bean,2020-01-02 12:13:00,2020-01-02T12:13:00.000,2011-09-03T00:00:00.000,Adoption,Dog,Spayed Female,8 years,Labrador Retriever/Border Collie,Black/White,Foster
A740606,Gachupin,2016-12-20 15:35:00,2016-12-20T15:35:00.000,2016-04-20T00:00:00.000,Died,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,Red/White,In Kennel
A682183,Roger Roger,2015-04-13 16:01:00,2015-04-13T16:01:00.000,2012-06-25T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Partner
A678485,Money,2014-05-09 16:16:00,2014-05-09T16:16:00.000,2000-05-09T00:00:00.000,Euthanasia,Dog,Intact Male,14 years,Pit Bull Mix,Brown Brindle,Suffering
A697245,Toto,2015-02-20 19:10:00,2015-02-20T19:10:00.000,2012-02-20T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Miniature Poodle/Bichon Frise,White/White,
A742676,Gorda,2017-02-05 15:59:00,2017-02-05T15:59:00.000,2016-01-31T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Basset Hound Mix,White/Tan,
A806621,*Boo,2019-10-22 15:17:00,2019-10-22T15:17:00.000,2019-07-13T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Partner
A775399,Bean Sprout,2018-07-07 17:03:00,2018-07-07T17:03:00.000,2018-03-29T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,
A688196,Max,2014-09-16 12:20:00,2014-09-16T12:20:00.000,2005-09-16T00:00:00.000,Euthanasia,Dog,Neutered Male,9 years,Jack Russell Terrier Mix,Chocolate/White,Suffering
A786751,,2019-01-25 13:03:00,2019-01-25T13:03:00.000,2018-11-01T00:00:00.000,Adoption,Dog,Neutered Male,2 months,German Shepherd,White,
A778316,Blair,2018-08-16 11:40:00,2018-08-16T11:40:00.000,2018-06-01T00:00:00.000,Adoption,Dog,Intact Female,2 months,Australian Shepherd Mix,Tricolor/White,
A688334,Chiquita,2014-09-25 17:53:00,2014-09-25T17:53:00.000,2012-03-18T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Sable/Black,
A685023,Herbie,2014-08-04 20:02:00,2014-08-04T20:02:00.000,1999-08-01T00:00:00.000,Adoption,Dog,Intact Male,15 years,Chihuahua Shorthair Mix,Tan,
A882443,Anakin,2023-06-13 16:44:00,2023-06-13T16:44:00.000,2023-04-05T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,White/Black,
A796408,*Elmer,2019-06-08 16:37:00,2019-06-08T16:37:00.000,2019-04-22T00:00:00.000,Died,Cat,Intact Male,1 month,Domestic Shorthair,Blue,In Kennel
A840151,Cara,2021-08-25 17:02:00,2021-08-25T17:02:00.000,2019-08-03T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/Black,
A803247,*Moxie,2019-09-02 17:12:00,2019-09-02T17:12:00.000,2010-08-29T00:00:00.000,Transfer,Dog,Intact Female,9 years,Chihuahua Shorthair,Black/White,Partner
A778694,,2018-08-19 11:06:00,2018-08-19T11:06:00.000,2018-08-12T00:00:00.000,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico,Partner
A698681,,2015-03-20 17:24:00,2015-03-20T17:24:00.000,2014-10-16T00:00:00.000,Adoption,Dog,Neutered Male,5 months,Border Terrier Mix,Gray/White,
A724744,,2016-04-23 08:45:00,2016-04-23T08:45:00.000,2010-04-21T00:00:00.000,Euthanasia,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange/White,Rabies Risk
A882226,Honey,2023-06-13 16:13:00,2023-06-13T16:13:00.000,2022-06-02T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,White,
A735996,,2016-10-02 17:37:00,2016-10-02T17:37:00.000,2016-09-26T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Medium Hair Mix,Black/White,Partner
A717665,Rocky,2019-07-03 08:31:00,2019-07-03T08:31:00.000,2007-12-12T00:00:00.000,Adoption,Dog,Neutered Male,11 years,Boxer/Chinese Sharpei,Brown Brindle/Black,Foster
A474506,Amaya,2021-06-29 08:26:00,2021-06-29T08:26:00.000,2006-06-07T00:00:00.000,Adoption,Dog,Spayed Female,15 years,Pit Bull/German Shepherd,Tan,Foster
A722917,*Brook,2016-09-30 12:51:00,2016-09-30T12:51:00.000,2014-03-24T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,Foster
A756122,,2017-08-18 19:21:00,2017-08-18T19:21:00.000,2016-08-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Dachshund Mix,Brown Tiger/Brown,
A738584,*Lydia,2016-12-04 17:10:00,2016-12-04T17:10:00.000,2016-05-17T00:00:00.000,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White,
A713610,Poppi,2015-10-16 00:00:00,2015-10-16T00:00:00.000,2014-07-09T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White,Partner
A731663,*Onyx,2016-09-14 14:13:00,2016-09-14T14:13:00.000,2016-06-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,Foster
A701472,,2015-04-30 12:52:00,2015-04-30T12:52:00.000,2015-04-11T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,Partner
A775647,*Gigi,2018-09-11 13:03:00,2018-09-11T13:03:00.000,2018-07-02T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Cairn Terrier Mix,Tan,Foster
A723585,*Pee Wee,2016-09-30 13:16:00,2016-09-30T13:16:00.000,2016-02-19T00:00:00.000,Adoption,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,Foster
A648168,Rusty,2016-02-04 15:00:00,2016-02-04T15:00:00.000,2006-03-23T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Tan,Foster
A883135,124 Grams,2023-06-13 16:48:00,2023-06-13T16:48:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby,Partner
A701643,*Chip,2015-09-28 15:03:00,2015-09-28T15:03:00.000,2015-03-04T00:00:00.000,Transfer,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby,Partner
A713974,,2015-10-16 12:42:00,2015-10-16T12:42:00.000,2015-10-01T00:00:00.000,Transfer,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Black,Partner
A691198,Peach,2014-11-23 15:19:00,2014-11-23T15:19:00.000,2014-01-31T00:00:00.000,Adoption,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/White,
A747831,Buford,2018-01-25 18:24:00,2018-01-25T18:24:00.000,2009-04-25T00:00:00.000,Return to Owner,Dog,Intact Male,8 years,Labrador Retriever Mix,Chocolate,
A679572,*Beau,2014-06-19 18:13:00,2014-06-19T18:13:00.000,2014-04-23T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Brown Tabby,Foster
A756068,Fluffy,2019-04-14 13:20:00,2019-04-14T13:20:00.000,2017-03-28T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Great Pyrenees,White/White,
A729694,,2016-07-09 12:35:00,2016-07-09T12:35:00.000,2016-04-03T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,Foster
A671534,Stella,2014-03-31 18:14:00,2014-03-31T18:14:00.000,2013-01-26T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Snowshoe,Seal Point/White,
A754166,Logan,2017-08-05 16:51:00,2017-08-05T16:51:00.000,2015-07-16T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,
A731866,,2016-08-01 17:34:00,2016-08-01T17:34:00.000,2015-10-28T00:00:00.000,Adoption,Dog,Neutered Male,9 months,German Shepherd Mix,Black/Tan,
A784959,Uzi,2018-11-24 17:44:00,2018-11-24T17:44:00.000,2017-11-23T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,German Shepherd Mix,Sable/Black,
A689215,*Shiela,2014-10-08 16:00:00,2014-10-08T16:00:00.000,2014-04-15T00:00:00.000,Transfer,Dog,Intact Female,5 months,Australian Cattle Dog Mix,Red/White,Partner
A701359,,2015-05-04 15:32:00,2015-05-04T15:32:00.000,2015-04-28T00:00:00.000,Transfer,Dog,Unknown,6 days,English Bulldog Mix,Blue/White,Partner
A681352,*Charlotte,2014-07-12 19:46:00,2014-07-12T19:46:00.000,2014-04-30T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,Foster
A669986,Kimmie,2014-02-24 10:22:00,2014-02-24T10:22:00.000,2000-12-31T00:00:00.000,Died,Cat,Spayed Female,13 years,Domestic Medium Hair Mix,Brown Tabby,Enroute
A598005,Paulie,2016-11-18 12:22:00,2016-11-18T12:22:00.000,2011-01-18T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,Pug/Chihuahua Shorthair,White/Brown Brindle,
A731189,,2016-07-19 11:52:00,2016-07-19T11:52:00.000,2016-07-06T00:00:00.000,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/Black,Partner
A676763,,2014-04-14 19:09:00,2014-04-14T19:09:00.000,2012-04-14T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Brown,Rabies Risk
A750915,Ripley,2017-06-30 14:48:00,2017-06-30T14:48:00.000,2015-06-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Bullmastiff Mix,Brown Brindle,
A742298,Lando,2017-02-13 17:05:00,2017-02-13T17:05:00.000,2015-01-19T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,
A705868,Izzy,2015-07-24 13:55:00,2015-07-24T13:55:00.000,2014-12-31T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Golden Retriever Mix,Red,Foster
A710363,*Wilma,2015-08-30 18:06:00,2015-08-30T18:06:00.000,2015-04-22T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,
A569198,Bevo,2017-02-21 16:24:00,2017-02-21T16:24:00.000,2006-03-23T00:00:00.000,Transfer,Dog,Neutered Male,10 years,Golden Retriever Mix,Buff,Partner
A707744,Music,2015-07-25 11:40:00,2015-07-25T11:40:00.000,2015-05-17T00:00:00.000,Transfer,Dog,Intact Female,2 months,Great Pyrenees/Labrador Retriever,White,Partner
A712384,*Cassiopeia,2015-10-01 11:49:00,2015-10-01T11:49:00.000,2015-08-07T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,Partner
A839714,Cordelia,2021-08-22 15:59:00,2021-08-22T15:59:00.000,2018-08-12T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Jack Russell Terrier/Labrador Retriever,Black,
A817585,,2020-07-25 10:19:00,2020-07-25T10:19:00.000,2020-04-13T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby,Foster
A796788,Coco,2019-06-06 18:26:00,2019-06-06T18:26:00.000,2019-01-05T00:00:00.000,Return to Owner,Dog,Intact Female,4 months,Treeing Walker Coonhound/Great Dane,White/Brown Brindle,
A881428,Severus,2023-06-13 16:02:00,2023-06-13T16:02:00.000,2023-03-22T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,Foster
A800666,*Odin,2019-08-04 13:56:00,2019-08-04T13:56:00.000,2019-06-15T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,Partner
A671195,Cell,2014-01-23 11:42:00,2014-01-23T11:42:00.000,2011-01-20T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White,
A815121,*Brian,2021-08-13 18:05:00,2021-08-13T18:05:00.000,2018-03-11T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Pit Bull,White,Foster
A669506,Buddy,2014-04-03 19:07:00,2014-04-03T19:07:00.000,2011-12-21T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Beagle Mix,Tricolor,Partner
A786029,Mia,2019-04-03 14:05:00,2019-04-03T14:05:00.000,2018-09-30T00:00:00.000,Adoption,Dog,Intact Female,6 months,Labrador Retriever/Great Pyrenees,White/Tan,Foster
A722596,Navy,2016-03-19 17:43:00,2016-03-19T17:43:00.000,2014-03-19T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Staffordshire Mix,Blue/White,
A781349,,2018-10-01 17:24:00,2018-10-01T17:24:00.000,2018-07-27T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,
A666819,Stripe,2013-12-22 12:58:00,2013-12-22T12:58:00.000,2013-09-07T00:00:00.000,Transfer,Cat,Neutered Male,3 months,Siamese/Domestic Shorthair,Black,Partner
A807718,Baby,2019-11-03 16:25:00,2019-11-03T16:25:00.000,2018-10-28T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,
A789417,,2019-02-27 12:28:00,2019-02-27T12:28:00.000,2018-04-21T00:00:00.000,Transfer,Dog,Intact Male,10 months,Labrador Retriever Mix,Tan/White,Partner
A840667,*Dylan,2021-08-31 15:55:00,2021-08-31T15:55:00.000,2021-06-11T00:00:00.000,Transfer,Dog,Intact Male,2 months,Rottweiler,Black/Brown,Partner
A683440,,2014-07-12 15:46:00,2014-07-12T15:46:00.000,2014-05-21T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie/White,Partner
A883136,98 Grams,2023-06-13 16:49:00,2023-06-13T16:49:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,Partner
A801453,*Creampuff,2019-08-11 15:27:00,2019-08-11T15:27:00.000,2019-07-13T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White,Partner
A776458,Lilly,2018-08-08 12:46:00,2018-08-08T12:46:00.000,2017-11-14T00:00:00.000,Adoption,Dog,Spayed Female,8 months,Pit Bull Mix,Tan,Foster
A649122,Llama,2017-07-13 17:32:00,2017-07-13T17:32:00.000,2008-03-10T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Tibetan Spaniel Mix,Red,
A817478,,2020-05-17 09:40:00,2020-05-17T09:40:00.000,2018-05-16T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown/Brown,Rabies Risk
A701917,Zena,2015-05-06 17:39:00,2015-05-06T17:39:00.000,2013-05-06T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black/Tan,
A881458,Chanel,2023-06-13 16:52:00,2023-06-13T16:52:00.000,2023-03-12T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Labrador Retriever/Catahoula,Black,Foster
A684115,*Snowcream,2014-08-11 15:17:00,2014-08-11T15:17:00.000,2011-07-19T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Cream Tabby/White,Partner
A880170,*Pikachu,2023-09-16 13:45:00,2023-09-16T13:45:00.000,2023-04-11T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,White/Black,Foster
A733559,*Guacamole,2016-10-02 17:46:00,2016-10-02T17:46:00.000,2016-07-24T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A710402,Nevaeh,2020-01-05 13:52:00,2020-01-05T13:52:00.000,2015-07-22T00:00:00.000,Transfer,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico,Partner
A673646,*Monte,2014-03-06 17:04:00,2014-03-06T17:04:00.000,2013-09-27T00:00:00.000,Adoption,Dog,Neutered Male,5 months,Catahoula Mix,Yellow Brindle,
A685944,*Gilley,2014-08-18 18:36:00,2014-08-18T18:36:00.000,2014-04-14T00:00:00.000,Adoption,Dog,Neutered Male,4 months,American Bulldog Mix,White/Brown,
A768149,Dixie,2018-07-27 12:25:00,2018-07-27T12:25:00.000,2017-03-13T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Dachshund Mix,Black,
A832310,,2021-04-16 11:03:00,2021-04-16T11:03:00.000,2019-11-11T00:00:00.000,Adoption,Dog,Neutered Male,1 year,German Shepherd/Siberian Husky,Black/Tan,
A701174,,2015-04-24 18:52:00,2015-04-24T18:52:00.000,2015-04-22T00:00:00.000,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby/White,Partner
A774277,*Minnie,2018-07-13 12:58:00,2018-07-13T12:58:00.000,2017-08-17T00:00:00.000,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black/White,Partner
A679399,,2014-05-25 12:04:00,2014-05-25T12:04:00.000,2014-03-26T00:00:00.000,Transfer,Dog,Intact Male,1 month,German Shepherd/Cardigan Welsh Corgi,Tricolor,Partner
A812415,*Amelia,2020-06-09 14:47:00,2020-06-09T14:47:00.000,2019-02-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Labrador Retriever,Brown Brindle,Foster
A834028,Molly,2021-05-09 11:57:00,2021-05-09T11:57:00.000,2019-11-09T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,American Staffordshire Terrier,Black/White,
A809217,,2019-11-26 16:15:00,2019-11-26T16:15:00.000,2019-05-21T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Chihuahua Shorthair,Cream/White,
A797709,Bandit,2019-06-23 17:50:00,2019-06-23T17:50:00.000,2019-05-02T00:00:00.000,Adoption,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,
A888812,223 Grams,2023-09-16 13:00:00,2023-09-16T13:00:00.000,2023-08-16T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White,Partner
A870443,Heidi,2022-12-15 15:43:00,2022-12-15T15:43:00.000,2010-10-31T00:00:00.000,Adoption,Dog,Spayed Female,12 years,Jack Russell Terrier/Chihuahua Shorthair,White/Black,
A830379,,2021-03-10 13:04:00,2021-03-10T13:04:00.000,2019-03-08T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,Snr
A830653,*Topaz,2021-03-26 17:52:00,2021-03-26T17:52:00.000,2019-03-13T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Doberman Pinsch Mix,Black/Brown,
A817442,,2020-05-20 00:00:00,2020-05-20T00:00:00.000,2017-05-16T00:00:00.000,Disposal,Cat,Unknown,3 years,Domestic Shorthair,Black,
A851434,Taco Bell,2022-02-13 13:15:00,2022-02-13T13:15:00.000,2010-02-12T00:00:00.000,Transfer,Dog,Neutered Male,12 years,Chihuahua Shorthair,Fawn/Tan,Partner
A855554,Petey,2022-04-22 16:03:00,2022-04-22T16:03:00.000,2020-08-19T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Bloodhound Mix,Brown/Black,
A704276,*Chelsea,2015-06-19 13:43:00,2015-06-19T13:43:00.000,2013-06-03T00:00:00.000,Transfer,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Blue/White,Partner
A701993,Nugget,2015-05-07 16:11:00,2015-05-07T16:11:00.000,2014-05-07T00:00:00.000,Return to Owner,Other,Neutered Male,1 year,Ferret Mix,Black/White,
A753792,,2017-07-11 12:10:00,2017-07-11T12:10:00.000,2009-07-11T00:00:00.000,Euthanasia,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,White/Orange Tabby,Suffering
A847063,Ella,2021-11-29 16:55:00,2021-11-29T16:55:00.000,2019-11-24T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Black,
A694255,*Collette,2014-12-29 18:12:00,2014-12-29T18:12:00.000,2014-10-16T00:00:00.000,Return to Owner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,
A776871,,2018-07-27 16:15:00,2018-07-27T16:15:00.000,2018-04-26T00:00:00.000,Transfer,Dog,Spayed Female,3 months,Australian Kelpie Mix,Brown Brindle/Black,Partner
A825520,,2020-12-19 10:04:00,2020-12-19T10:04:00.000,2020-10-19T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico,Foster
A789814,Cookie,2019-03-03 17:15:00,2019-03-03T17:15:00.000,2017-02-28T00:00:00.000,Adoption,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Black,
A715994,Quidditch,2015-11-13 11:38:00,2015-11-13T11:38:00.000,1999-11-13T00:00:00.000,Return to Owner,Dog,Spayed Female,16 years,Chihuahua Shorthair/Dachshund,Buff,
A749224,,2017-05-16 18:48:00,2017-05-16T18:48:00.000,2017-02-25T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,
A720734,Rooster 18,2016-03-08 15:07:00,2016-03-08T15:07:00.000,2015-02-14T00:00:00.000,Adoption,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,
A787936,Jackson,2019-01-23 17:29:00,2019-01-23T17:29:00.000,2013-01-01T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Schnauzer Giant/Standard Poodle,Gray/Black,
A659035,Zoe,2013-10-20 15:29:00,2013-10-20T15:29:00.000,2012-11-18T00:00:00.000,Adoption,Dog,Spayed Female,11 months,Belgian Malinois Mix,Tan/White,
A665091,Coco,2013-10-23 11:23:00,2013-10-23T11:23:00.000,2005-10-13T00:00:00.000,Transfer,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown,Partner
A725558,*Bailey,2017-01-17 09:13:00,2017-01-17T09:13:00.000,2013-04-30T00:00:00.000,Adoption,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,Foster
A664996,,2013-10-15 13:30:00,2013-10-15T13:30:00.000,2013-10-05T00:00:00.000,Transfer,Dog,Intact Female,1 weeks,Australian Cattle Dog Mix,Tricolor,Partner
A731641,,2016-07-29 18:14:00,2016-07-29T18:14:00.000,2016-05-25T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever/Golden Retriever,Gold/White,
A776941,*Jojo,2019-10-06 14:57:00,2019-10-06T14:57:00.000,2017-09-21T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown,
A805512,Pickle,2020-02-18 14:36:00,2020-02-18T14:36:00.000,2019-05-28T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Border Collie Mix,Gray/White,
A814854,,2020-03-11 17:26:00,2020-03-11T17:26:00.000,2015-03-07T00:00:00.000,Transfer,Dog,Neutered Male,5 years,English Bulldog,White/Brown,Partner
A679679,,2014-05-24 17:16:00,2014-05-24T17:16:00.000,2013-05-24T00:00:00.000,Euthanasia,Other,Unknown,1 year,Raccoon Mix,Gray/Black,Rabies Risk
A837869,Geralt,2021-07-07 13:40:00,2021-07-07T13:40:00.000,2017-06-30T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair,White/Cream Tabby,
A842551,Kit Kat,2021-10-11 17:45:00,2021-10-11T17:45:00.000,2019-10-04T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,Partner
A752079,Rocky,2017-06-23 12:47:00,2017-06-23T12:47:00.000,2015-06-17T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Catahoula Mix,Tricolor,
A757328,010,2017-09-10 00:00:00,2017-09-10T00:00:00.000,2015-09-01T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Brown Brindle,
A753784,*Tetra,2017-08-19 12:39:00,2017-08-19T12:39:00.000,2016-07-11T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,
A773644,*Teegan,2018-10-27 18:29:00,2018-10-27T18:29:00.000,2016-06-03T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White,
